payment_method_type,country,rebill_period_in_months,firstSub,observation_date,age,all_time_views,last_month_views,next_month_views,is_cancelled
SAGEPAY,rou,1,,2018-05-01,613,1051,1,6,false
SAGEPAY,deu,6,1.0,2018-05-01,437,12,,,true
PAYPAL,ind,6,,2018-05-01,304,377,,,false
SAGEPAY,ind,1,1.0,2018-05-01,272,81,,,true
PAYPAL,nld,6,,2018-05-01,215,470,23,18,false
SAGEPAY,gbr,1,1.0,2018-05-01,997,277,,,true
SAGEPAY,aus,1,1.0,2018-05-01,991,493,,,true
SAGEPAY,lbn,1,1.0,2018-05-01,956,168,,,false
PAYPAL,mys,1,1.0,2018-05-01,905,207,,,true
SAGEPAY,gbr,1,1.0,2018-05-01,881,57,,,true
SAGEPAY,ind,1,1.0,2018-05-01,865,480,,,true
SAGEPAY,lka,1,1.0,2018-05-01,616,959,,,true
SAGEPAY,gbr,1,1.0,2018-05-01,582,419,,,true
SAGEPAY,usa,1,1.0,2018-05-01,551,13,,,true
SAGEPAY,gbr,12,,2018-05-01,447,1034,,,true
SAGEPAY,usa,1,1.0,2018-05-01,401,262,,,true
SAGEPAY,gbr,1,1.0,2018-05-01,96,3,,,true
SAGEPAY,usa,1,1.0,2018-06-01,965,380,,,true
SAGEPAY,usa,1,1.0,2018-06-01,927,1409,18,26,false
PAYPAL,usa,1,1.0,2018-06-01,877,7,,,true
PAYPAL,usa,1,1.0,2018-06-01,829,392,,,true
SAGEPAY,ind,1,1.0,2018-06-01,754,23,,,true
SAGEPAY,deu,1,1.0,2018-06-01,670,611,,1,false
SAGEPAY,ind,1,1.0,2018-06-01,654,464,,,true
SAGEPAY,egy,1,,2018-06-01,612,354,,,true
PAYPAL,usa,1,1.0,2018-06-01,596,41,,,true
SAGEPAY,sau,1,1.0,2018-06-01,592,107,,,true
PAYPAL,usa,1,1.0,2018-06-01,567,4,,,true
PAYPAL,usa,6,1.0,2018-06-01,240,547,,,true
SAGEPAY,usa,1,1.0,2018-06-01,1036,46,,,true
SAGEPAY,usa,1,1.0,2018-06-01,894,99,,,true
OFFLINE,USA,1,1.0,2018-06-01,834,2,,,true
PAYPAL,usa,1,1.0,2018-06-01,806,66,,,true
SAGEPAY,rou,1,1.0,2018-06-01,806,133,,,true
SAGEPAY,ind,1,1.0,2018-06-01,761,177,,,true
SAGEPAY,ind,1,1.0,2018-06-01,718,99,,,true
PAYPAL,usa,1,1.0,2018-06-01,649,105,,,true
SAGEPAY,can,1,1.0,2018-06-01,629,94,,,true
PAYPAL,bel,1,1.0,2018-06-01,594,586,,,true
SAGEPAY,usa,12,1.0,2018-06-01,185,256,,,false
SAGEPAY,usa,12,1.0,2018-06-01,183,81,,,false
PAYPAL,aus,1,1.0,2018-04-01,924,12,,,true
SAGEPAY,usa,1,,2018-04-01,789,275,,,true
SAGEPAY,gbr,1,1.0,2018-04-01,774,474,,13,false
PAYPAL,esp,1,1.0,2018-04-01,756,498,,,true
PAYPAL,aus,1,1.0,2018-04-01,741,229,,,true
SAGEPAY,zaf,1,1.0,2018-04-01,741,236,,,true
SAGEPAY,ukr,1,1.0,2018-04-01,725,296,,,false
PAYPAL,usa,1,1.0,2018-04-01,657,76,,,true
SAGEPAY,usa,12,,2018-04-01,618,1707,,,false
SAGEPAY,usa,1,1.0,2018-04-01,535,2,,,true
PAYPAL,gbr,1,1.0,2018-04-01,474,16,,,true
SAGEPAY,usa,1,1.0,2018-04-01,233,284,22,,true
PAYPAL,usa,1,1.0,2018-05-01,914,109,54,4,true
PAYPAL,usa,1,1.0,2018-05-01,839,16,,,true
SAGEPAY,zaf,1,1.0,2018-05-01,825,46,,,true
SAGEPAY,usa,1,1.0,2018-05-01,820,5,,,true
SAGEPAY,per,1,1.0,2018-05-01,715,390,,,true
SAGEPAY,ind,1,1.0,2018-05-01,681,395,,,true
SAGEPAY,usa,1,1.0,2018-05-01,574,10,,,true
PAYPAL,usa,1,1.0,2018-05-01,507,140,,,true
SAGEPAY,usa,1,1.0,2018-05-01,430,140,,,true
SAGEPAY,usa,1,1.0,2018-05-01,415,23,,,true
PAYPAL,ind,6,1.0,2018-05-01,299,312,,,true
SAGEPAY,usa,6,1.0,2018-05-01,232,376,,,true
SAGEPAY,ind,1,1.0,2018-06-01,1045,268,,85,true
SAGEPAY,usa,1,1.0,2018-06-01,1043,207,,,true
PAYPAL,ind,1,1.0,2018-06-01,1004,623,,,true
OFFLINE,deu,12,1.0,2018-06-01,980,9,,,true
PAYPAL,swe,1,1.0,2018-06-01,915,59,,,true
SAGEPAY,usa,1,1.0,2018-06-01,827,686,49,8,false
SAGEPAY,pol,1,1.0,2018-06-01,728,41,,,true
PAYPAL,usa,1,1.0,2018-06-01,590,9,,,true
PAYPAL,gbr,1,,2018-06-01,535,277,,,true
PAYPAL,gbr,1,,2018-06-01,444,277,,,true
SAGEPAY,usa,1,1.0,2018-06-01,191,12,,,true
SAGEPAY,usa,1,1.0,2018-06-01,10,12,12,,false
SAGEPAY,usa,1,1.0,2018-06-01,1042,390,,,true
SAGEPAY,usa,1,1.0,2018-06-01,1012,652,26,174,true
SAGEPAY,usa,1,,2018-06-01,890,414,,,true
SAGEPAY,ind,1,1.0,2018-06-01,789,675,,,true
PAYPAL,ita,1,1.0,2018-06-01,783,261,,,true
PAYPAL,usa,1,,2018-06-01,757,232,,,true
SAGEPAY,ind,1,1.0,2018-06-01,738,44,,,true
SAGEPAY,rou,1,,2018-06-01,644,1057,6,,false
SAGEPAY,deu,6,1.0,2018-06-01,468,12,,,true
PAYPAL,ind,6,,2018-06-01,335,377,,,false
SAGEPAY,ind,1,1.0,2018-06-01,303,81,,,true
PAYPAL,nld,6,,2018-06-01,246,488,18,2,false
SAGEPAY,usa,1,1.0,2018-02-01,822,175,,,false
SAGEPAY,usa,1,1.0,2018-02-01,781,83,,,true
SAGEPAY,zaf,1,1.0,2018-02-01,681,316,,,true
SAGEPAY,khm,1,1.0,2018-02-01,607,280,,,false
PAYPAL,hkg,1,1.0,2018-02-01,567,7,,,true
SAGEPAY,usa,1,1.0,2018-02-01,510,10,,,true
SAGEPAY,irl,1,1.0,2018-02-01,380,64,,,true
PAYPAL,rou,1,,2018-02-01,302,552,,,true
SAGEPAY,pol,1,1.0,2018-02-01,224,152,,,true
SAGEPAY,usa,1,,2018-02-01,189,183,,,false
PAYPAL,can,1,,2018-02-01,109,326,8,,true
SAGEPAY,usa,6,1.0,2018-02-01,28,103,104,22,false
SAGEPAY,usa,1,1.0,2018-04-01,981,390,,,true
SAGEPAY,usa,1,1.0,2018-04-01,951,632,,,true
SAGEPAY,usa,1,,2018-04-01,829,414,,,true
SAGEPAY,ind,1,1.0,2018-04-01,728,451,8,220,true
PAYPAL,ita,1,1.0,2018-04-01,722,261,,,true
PAYPAL,usa,1,,2018-04-01,696,232,,,true
SAGEPAY,ind,1,1.0,2018-04-01,677,44,,,true
SAGEPAY,rou,1,,2018-04-01,583,1050,,1,false
SAGEPAY,deu,6,1.0,2018-04-01,407,12,,,true
PAYPAL,ind,6,,2018-04-01,274,377,4,,false
SAGEPAY,ind,1,1.0,2018-04-01,242,81,,,true
PAYPAL,nld,6,,2018-04-01,185,447,12,23,false
SAGEPAY,usa,6,1.0,2018-04-01,980,634,9,9,false
SAGEPAY,deu,1,1.0,2018-04-01,977,19,,,true
SAGEPAY,gbr,1,1.0,2018-04-01,919,32,,,true
PAYPAL,kor,1,1.0,2018-04-01,904,409,,,true
PAYPAL,esp,1,,2018-04-01,739,175,,,true
SAGEPAY,gbr,1,1.0,2018-04-01,671,10,,,true
PAYPAL,usa,1,1.0,2018-04-01,598,,,,true
SAGEPAY,usa,1,1.0,2018-04-01,553,253,,,true
SAGEPAY,usa,1,,2018-04-01,530,923,200,,true
SAGEPAY,gbr,6,,2018-04-01,299,123,7,,false
PAYPAL,usa,6,,2018-04-01,107,258,29,26,false
PAYPAL,usa,1,1.0,2018-04-01,53,91,30,20,true
PAYPAL,aus,1,1.0,2018-05-01,954,12,,,true
SAGEPAY,usa,1,,2018-05-01,819,275,,,true
SAGEPAY,gbr,1,1.0,2018-05-01,804,487,13,1,false
PAYPAL,esp,1,1.0,2018-05-01,786,498,,,true
PAYPAL,aus,1,1.0,2018-05-01,771,229,,,true
SAGEPAY,zaf,1,1.0,2018-05-01,771,236,,,true
SAGEPAY,ukr,1,1.0,2018-05-01,755,296,,,false
PAYPAL,usa,1,1.0,2018-05-01,687,76,,,true
SAGEPAY,usa,12,,2018-05-01,648,1707,,,false
SAGEPAY,usa,1,1.0,2018-05-01,565,2,,,true
PAYPAL,gbr,1,1.0,2018-05-01,504,16,,,true
SAGEPAY,usa,1,1.0,2018-05-01,263,284,,,true
SAGEPAY,rou,1,1.0,2018-06-01,1020,81,,,true
PAYPAL,usa,1,1.0,2018-06-01,974,120,,,true
SAGEPAY,usa,1,1.0,2018-06-01,930,294,,,false
PAYPAL,usa,1,,2018-06-01,893,556,,3,true
SAGEPAY,usa,1,,2018-06-01,862,1707,,,true
SAGEPAY,ind,1,1.0,2018-06-01,826,141,,,true
PAYPAL,usa,1,1.0,2018-06-01,775,190,,,true
PAYPAL,rou,1,1.0,2018-06-01,737,284,,,true
SAGEPAY,usa,1,1.0,2018-06-01,630,7,,,true
PAYPAL,zaf,1,1.0,2018-06-01,557,238,,,true
SAGEPAY,usa,6,1.0,2018-06-01,357,68,,,false
SAGEPAY,ind,1,,2018-06-01,139,179,35,344,true
PAYPAL,aus,1,1.0,2018-06-01,985,12,,,true
SAGEPAY,usa,1,,2018-06-01,850,275,,,true
SAGEPAY,gbr,1,1.0,2018-06-01,835,488,1,18,false
PAYPAL,esp,1,1.0,2018-06-01,817,498,,,true
PAYPAL,aus,1,1.0,2018-06-01,802,229,,,true
SAGEPAY,zaf,1,1.0,2018-06-01,802,236,,,true
SAGEPAY,ukr,1,1.0,2018-06-01,786,296,,,false
PAYPAL,usa,1,1.0,2018-06-01,718,76,,,true
SAGEPAY,usa,12,,2018-06-01,679,1707,,,false
SAGEPAY,usa,1,1.0,2018-06-01,596,2,,,true
PAYPAL,gbr,1,1.0,2018-06-01,535,16,,,true
SAGEPAY,usa,1,1.0,2018-06-01,294,284,,,true
SAGEPAY,gbr,1,1.0,2018-06-01,1044,323,,,false
SAGEPAY,usa,1,1.0,2018-06-01,1023,30,,,true
SAGEPAY,usa,1,1.0,2018-06-01,941,49,,,true
PAYPAL,aut,1,1.0,2018-06-01,875,85,,,true
SAGEPAY,gbr,1,1.0,2018-06-01,804,28,,,true
SAGEPAY,usa,1,1.0,2018-06-01,784,90,,,true
SAGEPAY,ind,1,1.0,2018-06-01,736,314,,,false
SAGEPAY,usa,1,,2018-06-01,717,510,,36,true
SAGEPAY,lka,1,1.0,2018-06-01,702,63,,,true
SAGEPAY,bel,1,1.0,2018-06-01,440,252,,,true
SAGEPAY,deu,12,1.0,2018-06-01,399,8,,,false
PAYPAL,can,1,,2018-06-01,169,326,,,true
SAGEPAY,usa,1,1.0,2018-02-01,922,390,,,true
SAGEPAY,usa,1,1.0,2018-02-01,892,632,,,true
SAGEPAY,usa,1,,2018-02-01,770,414,,,true
SAGEPAY,ind,1,1.0,2018-02-01,669,447,,,true
PAYPAL,ita,1,1.0,2018-02-01,664,261,,,true
PAYPAL,usa,1,,2018-02-01,637,232,,,true
SAGEPAY,ind,1,1.0,2018-02-01,618,44,,,true
SAGEPAY,rou,1,,2018-02-01,524,1048,52,2,false
SAGEPAY,deu,6,1.0,2018-02-01,349,12,,,true
PAYPAL,ind,6,,2018-02-01,215,372,1,1,false
SAGEPAY,ind,1,1.0,2018-02-01,183,81,,,true
PAYPAL,nld,6,,2018-02-01,126,423,16,12,false
SAGEPAY,rou,1,1.0,2018-05-01,989,81,,,true
PAYPAL,usa,1,1.0,2018-05-01,943,120,,,true
SAGEPAY,usa,1,1.0,2018-05-01,899,294,,,false
PAYPAL,usa,1,,2018-05-01,862,556,23,,true
SAGEPAY,usa,1,,2018-05-01,831,1707,,,true
SAGEPAY,ind,1,1.0,2018-05-01,795,141,,,true
PAYPAL,usa,1,1.0,2018-05-01,744,190,,,true
PAYPAL,rou,1,1.0,2018-05-01,706,284,,,true
SAGEPAY,usa,1,1.0,2018-05-01,599,7,,,true
PAYPAL,zaf,1,1.0,2018-05-01,526,238,,,true
SAGEPAY,usa,6,1.0,2018-05-01,326,68,2,,false
SAGEPAY,ind,1,,2018-05-01,108,144,3,35,true
PAYPAL,usa,1,1.0,2018-06-01,945,113,4,,true
PAYPAL,usa,1,1.0,2018-06-01,870,16,,,true
SAGEPAY,zaf,1,1.0,2018-06-01,856,46,,,true
SAGEPAY,usa,1,1.0,2018-06-01,851,5,,,true
SAGEPAY,per,1,1.0,2018-06-01,746,390,,,true
SAGEPAY,ind,1,1.0,2018-06-01,712,395,,,true
SAGEPAY,usa,1,1.0,2018-06-01,605,10,,,true
PAYPAL,usa,1,1.0,2018-06-01,538,140,,,true
SAGEPAY,usa,1,1.0,2018-06-01,461,140,,,true
SAGEPAY,usa,1,1.0,2018-06-01,446,23,,,true
PAYPAL,ind,6,1.0,2018-06-01,330,312,,,true
SAGEPAY,usa,6,1.0,2018-06-01,263,376,,,true
OFFLINE,gbr,6,1.0,2018-02-01,916,34,,,true
PAYPAL,gbr,1,1.0,2018-02-01,871,163,,,true
SAGEPAY,srb,1,,2018-02-01,638,249,,,true
SAGEPAY,pol,12,1.0,2018-02-01,553,536,,14,true
SAGEPAY,usa,6,1.0,2018-02-01,547,67,,,true
SAGEPAY,ind,1,1.0,2018-02-01,537,397,,,true
SAGEPAY,usa,1,1.0,2018-02-01,525,145,,,true
SAGEPAY,usa,1,1.0,2018-02-01,487,64,,,true
PAYPAL,gbr,1,1.0,2018-02-01,482,46,,,true
SAGEPAY,gbr,1,,2018-02-01,456,387,,,true
SAGEPAY,pak,1,1.0,2018-02-01,452,83,,,true
SAGEPAY,ind,1,1.0,2018-02-01,58,326,,,false
SAGEPAY,gbr,1,1.0,2018-03-01,952,323,34,,false
SAGEPAY,usa,1,1.0,2018-03-01,931,30,,,true
SAGEPAY,usa,1,1.0,2018-03-01,850,49,,,true
PAYPAL,aut,1,1.0,2018-03-01,783,85,,,true
SAGEPAY,gbr,1,1.0,2018-03-01,712,28,,,true
SAGEPAY,usa,1,1.0,2018-03-01,692,90,,,true
SAGEPAY,ind,1,1.0,2018-03-01,644,314,,,false
SAGEPAY,usa,1,,2018-03-01,625,510,,,true
SAGEPAY,lka,1,1.0,2018-03-01,610,63,,,true
SAGEPAY,bel,1,1.0,2018-03-01,348,252,,,true
SAGEPAY,deu,12,1.0,2018-03-01,307,8,,,false
PAYPAL,can,1,,2018-03-01,77,326,,,false
OFFLINE,deu,12,1.0,2018-03-01,888,,,,true
PAYPAL,che,1,,2018-03-01,854,67,,,true
SAGEPAY,deu,1,,2018-03-01,830,78,4,,false
PAYPAL,aus,1,1.0,2018-03-01,799,159,12,,true
SAGEPAY,usa,1,1.0,2018-03-01,760,130,3,3,false
PAYPAL,aus,1,1.0,2018-03-01,712,360,,,true
SAGEPAY,ind,1,,2018-03-01,640,173,,,true
SAGEPAY,per,1,1.0,2018-03-01,552,232,,,true
PAYPAL,usa,1,1.0,2018-03-01,492,7,,,true
PAYPAL,usa,1,,2018-03-01,478,165,,,true
SAGEPAY,hun,1,1.0,2018-03-01,433,235,,,true
SAGEPAY,swe,6,1.0,2018-03-01,105,141,72,151,false
SAGEPAY,usa,1,1.0,2018-03-01,950,390,,,true
SAGEPAY,usa,1,1.0,2018-03-01,920,632,,,true
SAGEPAY,usa,1,,2018-03-01,798,414,,,true
SAGEPAY,ind,1,1.0,2018-03-01,697,447,,8,true
PAYPAL,ita,1,1.0,2018-03-01,692,261,,,true
PAYPAL,usa,1,,2018-03-01,665,232,,,true
SAGEPAY,ind,1,1.0,2018-03-01,646,44,,,true
SAGEPAY,rou,1,,2018-03-01,552,1050,2,,false
SAGEPAY,deu,6,1.0,2018-03-01,377,12,,,true
PAYPAL,ind,6,,2018-03-01,243,373,1,4,false
SAGEPAY,ind,1,1.0,2018-03-01,211,81,,,true
PAYPAL,nld,6,,2018-03-01,154,433,12,12,false
SAGEPAY,rou,1,1.0,2018-04-01,959,81,,,true
PAYPAL,usa,1,1.0,2018-04-01,913,120,,,true
SAGEPAY,usa,1,1.0,2018-04-01,869,294,,,false
PAYPAL,usa,1,,2018-04-01,832,531,39,23,true
SAGEPAY,usa,1,,2018-04-01,801,1707,,,true
SAGEPAY,ind,1,1.0,2018-04-01,765,141,,,true
PAYPAL,usa,1,1.0,2018-04-01,714,190,,,true
PAYPAL,rou,1,1.0,2018-04-01,676,284,,,true
SAGEPAY,usa,1,1.0,2018-04-01,569,7,,,true
PAYPAL,zaf,1,1.0,2018-04-01,496,238,,,true
SAGEPAY,usa,6,1.0,2018-04-01,296,66,,2,false
SAGEPAY,ind,1,,2018-04-01,78,141,,3,true
SAGEPAY,gbr,1,1.0,2018-05-01,1013,323,,,false
SAGEPAY,usa,1,1.0,2018-05-01,992,30,,,true
SAGEPAY,usa,1,1.0,2018-05-01,910,49,,,true
PAYPAL,aut,1,1.0,2018-05-01,844,85,,,true
SAGEPAY,gbr,1,1.0,2018-05-01,773,28,,,true
SAGEPAY,usa,1,1.0,2018-05-01,753,90,,,true
SAGEPAY,ind,1,1.0,2018-05-01,705,314,,,false
SAGEPAY,usa,1,,2018-05-01,686,510,,,true
SAGEPAY,lka,1,1.0,2018-05-01,671,63,,,true
SAGEPAY,bel,1,1.0,2018-05-01,409,252,,,true
SAGEPAY,deu,12,1.0,2018-05-01,368,8,,,false
PAYPAL,can,1,,2018-05-01,138,326,,,true
SAGEPAY,usa,1,1.0,2018-06-01,989,1,,,true
SAGEPAY,can,1,1.0,2018-06-01,862,76,,,true
SAGEPAY,usa,1,,2018-06-01,854,621,,,true
SAGEPAY,ind,1,1.0,2018-06-01,822,206,,,true
SAGEPAY,can,1,1.0,2018-06-01,807,28,,,false
SAGEPAY,usa,1,1.0,2018-06-01,794,67,,,true
PAYPAL,usa,1,1.0,2018-06-01,722,35,,,true
PAYPAL,pol,1,1.0,2018-06-01,720,69,,,true
PAYPAL,can,1,1.0,2018-06-01,709,198,71,23,true
PAYPAL,usa,1,,2018-06-01,514,72,,,true
SAGEPAY,hkg,6,1.0,2018-06-01,267,69,3,,false
SAGEPAY,can,6,1.0,2018-06-01,211,8,,78,false
SAGEPAY,rou,1,1.0,2018-02-01,900,81,,,true
PAYPAL,usa,1,1.0,2018-02-01,854,120,,,true
SAGEPAY,usa,1,1.0,2018-02-01,810,294,,,false
PAYPAL,usa,1,,2018-02-01,773,493,,1,true
SAGEPAY,usa,1,,2018-02-01,742,1707,,,true
SAGEPAY,ind,1,1.0,2018-02-01,706,141,,,true
PAYPAL,usa,1,1.0,2018-02-01,655,190,,,true
PAYPAL,rou,1,1.0,2018-02-01,617,284,,,true
SAGEPAY,usa,1,1.0,2018-02-01,510,7,,,true
PAYPAL,zaf,1,1.0,2018-02-01,437,238,,,true
SAGEPAY,usa,6,1.0,2018-02-01,237,66,,,false
SAGEPAY,ind,1,,2018-02-01,19,141,35,,false
SAGEPAY,gbr,1,1.0,2018-04-01,983,323,,,false
SAGEPAY,usa,1,1.0,2018-04-01,962,30,,,true
SAGEPAY,usa,1,1.0,2018-04-01,880,49,,,true
PAYPAL,aut,1,1.0,2018-04-01,814,85,,,true
SAGEPAY,gbr,1,1.0,2018-04-01,743,28,,,true
SAGEPAY,usa,1,1.0,2018-04-01,723,90,,,true
SAGEPAY,ind,1,1.0,2018-04-01,675,314,,,false
SAGEPAY,usa,1,,2018-04-01,656,510,,,true
SAGEPAY,lka,1,1.0,2018-04-01,641,63,,,true
SAGEPAY,bel,1,1.0,2018-04-01,379,252,,,true
SAGEPAY,deu,12,1.0,2018-04-01,338,8,,,false
PAYPAL,can,1,,2018-04-01,108,326,,,true
SAGEPAY,usa,1,1.0,2018-02-01,902,,,,true
PAYPAL,gbr,1,1.0,2018-02-01,862,86,,,true
SAGEPAY,can,1,1.0,2018-02-01,702,158,,,true
SAGEPAY,ind,1,1.0,2018-02-01,656,154,,,true
PAYPAL,gbr,12,1.0,2018-02-01,652,,,,false
SAGEPAY,usa,1,1.0,2018-02-01,632,41,,,true
SAGEPAY,tur,1,1.0,2018-02-01,579,75,,,true
SAGEPAY,usa,1,1.0,2018-02-01,575,115,,,true
SAGEPAY,usa,1,1.0,2018-02-01,558,85,,,true
SAGEPAY,ind,1,1.0,2018-02-01,547,73,,,true
PAYPAL,nld,1,1.0,2018-02-01,516,97,,,true
SAGEPAY,vnm,1,1.0,2018-02-01,469,37,,,false
SAGEPAY,rou,1,1.0,2018-03-01,928,81,,,true
PAYPAL,usa,1,1.0,2018-03-01,882,120,,,true
SAGEPAY,usa,1,1.0,2018-03-01,838,294,,,false
PAYPAL,usa,1,,2018-03-01,801,494,1,39,true
SAGEPAY,usa,1,,2018-03-01,770,1707,,,true
SAGEPAY,ind,1,1.0,2018-03-01,734,141,,,true
PAYPAL,usa,1,1.0,2018-03-01,683,190,,,true
PAYPAL,rou,1,1.0,2018-03-01,645,284,,,true
SAGEPAY,usa,1,1.0,2018-03-01,538,7,,,true
PAYPAL,zaf,1,1.0,2018-03-01,465,238,,,true
SAGEPAY,usa,6,1.0,2018-03-01,265,66,,,false
SAGEPAY,ind,1,,2018-03-01,47,141,,,true
SAGEPAY,usa,1,1.0,2018-03-01,930,,,,true
PAYPAL,gbr,1,1.0,2018-03-01,890,86,,,true
SAGEPAY,can,1,1.0,2018-03-01,730,158,,,true
SAGEPAY,ind,1,1.0,2018-03-01,684,154,,,true
PAYPAL,gbr,12,1.0,2018-03-01,680,,,,false
SAGEPAY,usa,1,1.0,2018-03-01,660,41,,,true
SAGEPAY,tur,1,1.0,2018-03-01,607,75,,,true
SAGEPAY,usa,1,1.0,2018-03-01,603,115,,,true
SAGEPAY,usa,1,1.0,2018-03-01,586,85,,,true
SAGEPAY,ind,1,1.0,2018-03-01,575,73,,,true
PAYPAL,nld,1,1.0,2018-03-01,544,97,,,true
SAGEPAY,vnm,1,1.0,2018-03-01,497,37,,,false
SAGEPAY,usa,1,1.0,2018-04-01,961,,,,true
PAYPAL,gbr,1,1.0,2018-04-01,921,86,,,true
SAGEPAY,can,1,1.0,2018-04-01,761,158,,,true
SAGEPAY,ind,1,1.0,2018-04-01,715,154,,,true
PAYPAL,gbr,12,1.0,2018-04-01,711,,,,false
SAGEPAY,usa,1,1.0,2018-04-01,691,41,,,true
SAGEPAY,tur,1,1.0,2018-04-01,638,75,,,true
SAGEPAY,usa,1,1.0,2018-04-01,634,115,,,true
SAGEPAY,usa,1,1.0,2018-04-01,617,85,,,true
SAGEPAY,ind,1,1.0,2018-04-01,606,73,,,true
PAYPAL,nld,1,1.0,2018-04-01,575,97,,,true
SAGEPAY,vnm,1,1.0,2018-04-01,528,37,,,false
OFFLINE,deu,12,1.0,2018-04-01,919,,,,true
PAYPAL,che,1,,2018-04-01,885,67,,,true
SAGEPAY,deu,1,,2018-04-01,861,78,,,false
PAYPAL,aus,1,1.0,2018-04-01,830,159,,,true
SAGEPAY,usa,1,1.0,2018-04-01,791,133,3,2,false
PAYPAL,aus,1,1.0,2018-04-01,743,360,,,true
SAGEPAY,ind,1,,2018-04-01,671,173,,,true
SAGEPAY,per,1,1.0,2018-04-01,583,232,,,true
PAYPAL,usa,1,1.0,2018-04-01,523,7,,,true
PAYPAL,usa,1,,2018-04-01,509,165,,,true
SAGEPAY,hun,1,1.0,2018-04-01,464,235,,,true
SAGEPAY,swe,6,1.0,2018-04-01,136,306,151,66,false
SAGEPAY,tur,1,1.0,2018-05-01,824,112,,,false
SAGEPAY,usa,1,1.0,2018-05-01,809,48,,,true
SAGEPAY,usa,1,1.0,2018-05-01,773,194,,,true
SAGEPAY,ind,1,1.0,2018-05-01,741,10,,,true
SAGEPAY,usa,1,1.0,2018-05-01,579,49,,,true
PAYPAL,gbr,1,1.0,2018-05-01,564,113,,,true
PAYPAL,usa,1,1.0,2018-05-01,546,59,,,true
SAGEPAY,usa,6,,2018-05-01,472,136,,,true
PAYPAL,usa,6,,2018-05-01,452,72,,,true
PAYPAL,swe,1,1.0,2018-05-01,197,566,,,true
SAGEPAY,rou,1,,2018-05-01,139,489,,,true
SAGEPAY,tur,6,1.0,2018-05-01,10,31,33,100,false
SAGEPAY,gbr,1,1.0,2018-05-01,985,11,,,true
SAGEPAY,usa,1,1.0,2018-05-01,983,54,,,true
SAGEPAY,usa,1,1.0,2018-05-01,977,364,,,false
SAGEPAY,usa,1,,2018-05-01,906,412,,,false
SAGEPAY,usa,1,1.0,2018-05-01,882,20,,,true
SAGEPAY,aus,1,1.0,2018-05-01,777,392,,,true
SAGEPAY,ind,1,,2018-05-01,776,195,20,19,false
SAGEPAY,swe,1,1.0,2018-05-01,743,98,,,true
SAGEPAY,ind,1,1.0,2018-05-01,700,10,,,true
